textid	target	model	tokenizer	predicted	prob	condition
ex29	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7177494168281555	lexical_overlap
ex30	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6589649319648743	lexical_overlap
ex31	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.6208770871162415	lexical_overlap
ex32	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.6246927380561829	lexical_overlap
ex33	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8005578517913818	lexical_overlap
ex34	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6248487234115601	lexical_overlap
ex35	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6837723851203918	lexical_overlap
ex36	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.9237902760505676	lexical_overlap
ex37	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.895511269569397	lexical_overlap
ex38	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7334690093994141	lexical_overlap
ex39	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7909746170043945	lexical_overlap
ex40	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5088880062103271	lexical_overlap
ex41	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7267043590545654	lexical_overlap
ex42	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8803802132606506	lexical_overlap
ex43	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5061547160148621	lexical_overlap
ex44	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5536109805107117	lexical_overlap
ex45	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6639785766601562	lexical_overlap
ex46	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.794313371181488	lexical_overlap
ex47	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8327866792678833	lexical_overlap
ex48	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.4748387634754181	lexical_overlap
ex49	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7690451741218567	lexical_overlap
ex50	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6349446773529053	lexical_overlap
ex51	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.881195068359375	lexical_overlap
ex52	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.581865668296814	lexical_overlap
ex53	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.7454895973205566	lexical_overlap
ex54	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.592715859413147	lexical_overlap
ex55	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.6799383163452148	lexical_overlap
ex56	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.7279637455940247	lexical_overlap
ex57	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.6315048933029175	lexical_overlap
ex58	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8500275015830994	lexical_overlap
ex59	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8828990459442139	lexical_overlap
ex60	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5438283085823059	lexical_overlap
ex61	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.8173494935035706	lexical_overlap
ex62	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.812211275100708	lexical_overlap
ex63	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8108235597610474	lexical_overlap
ex64	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7785190343856812	lexical_overlap
ex65	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5442295074462891	lexical_overlap
ex66	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5176342129707336	lexical_overlap
ex67	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8163576722145081	lexical_overlap
ex68	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7542316913604736	lexical_overlap
ex69	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.485897809267044	lexical_overlap
ex70	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5793768763542175	lexical_overlap
ex71	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.4557314813137054	lexical_overlap
ex72	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.613698422908783	lexical_overlap
ex73	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7347841262817383	lexical_overlap
ex74	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.4538634717464447	lexical_overlap
ex75	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6747126579284668	lexical_overlap
ex76	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8160597085952759	lexical_overlap
ex77	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8146998882293701	lexical_overlap
ex78	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8372843861579895	lexical_overlap
ex79	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5441137552261353	lexical_overlap
ex80	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5219140648841858	lexical_overlap
ex81	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.4407628774642944	lexical_overlap
ex82	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6112661361694336	lexical_overlap
ex83	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8810014724731445	lexical_overlap
ex84	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7388169169425964	lexical_overlap
ex85	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8596207499504089	lexical_overlap
ex86	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8101657629013062	lexical_overlap
ex87	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5954599976539612	lexical_overlap
ex88	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8071080446243286	lexical_overlap
ex89	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5389308333396912	lexical_overlap
ex90	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7045430541038513	lexical_overlap
ex91	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7239322066307068	lexical_overlap
ex92	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7336701154708862	lexical_overlap
ex93	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5523130297660828	lexical_overlap
ex94	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8173342347145081	lexical_overlap
ex95	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6364908218383789	lexical_overlap
ex96	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5825495719909668	lexical_overlap
ex97	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5162351727485657	lexical_overlap
ex98	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5634028911590576	lexical_overlap
ex99	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6562334299087524	lexical_overlap
ex100	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5783477425575256	lexical_overlap
ex101	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6340121030807495	lexical_overlap
ex102	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8701589703559875	lexical_overlap
ex103	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6750999093055725	lexical_overlap
ex104	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8940532207489014	lexical_overlap
ex105	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8483946919441223	lexical_overlap
ex106	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.606987476348877	lexical_overlap
ex107	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.4574104249477386	lexical_overlap
ex108	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6664221286773682	lexical_overlap
ex109	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8387699723243713	lexical_overlap
ex110	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.7637456655502319	lexical_overlap
ex111	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5798389315605164	lexical_overlap
ex112	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.4278784394264221	lexical_overlap
ex113	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.618340790271759	lexical_overlap
ex114	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8242926597595215	lexical_overlap
ex115	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7298588752746582	lexical_overlap
ex116	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7954297065734863	lexical_overlap
ex117	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8355401158332825	lexical_overlap
ex118	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8455665111541748	lexical_overlap
ex119	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.4812438189983368	lexical_overlap
ex120	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.6082072854042053	lexical_overlap
ex121	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8072099089622498	lexical_overlap
ex122	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6953459978103638	lexical_overlap
ex123	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.7135092616081238	lexical_overlap
ex124	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5720434784889221	lexical_overlap
ex125	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7321638464927673	lexical_overlap
ex126	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5819091200828552	lexical_overlap
ex127	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5115100145339966	lexical_overlap
ex128	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5912028551101685	lexical_overlap
ex129	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6702433824539185	lexical_overlap
ex130	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.838285505771637	lexical_overlap
ex131	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5220208168029785	lexical_overlap
ex132	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6724461317062378	lexical_overlap
ex133	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7005136013031006	lexical_overlap
ex134	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8969713449478149	lexical_overlap
ex135	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6431503891944885	lexical_overlap
ex136	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8257863521575928	lexical_overlap
ex137	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7604110240936279	lexical_overlap
ex138	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6582547426223755	lexical_overlap
ex139	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6503430008888245	lexical_overlap
ex140	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5640712380409241	lexical_overlap
ex141	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6264846324920654	lexical_overlap
ex142	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7198885083198547	lexical_overlap
ex143	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7050966620445251	lexical_overlap
ex144	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8210093379020691	lexical_overlap
ex145	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8956207036972046	lexical_overlap
ex146	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7889562845230103	lexical_overlap
ex147	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5463338494300842	lexical_overlap
ex148	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8176357746124268	lexical_overlap
ex149	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.7050199508666992	lexical_overlap
ex150	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.9110753536224364	lexical_overlap
ex151	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7400599718093872	lexical_overlap
ex152	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7695545554161072	lexical_overlap
ex153	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6924513578414917	lexical_overlap
ex154	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.492019385099411	lexical_overlap
ex155	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6817095279693604	lexical_overlap
ex156	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.4483560919761657	lexical_overlap
ex157	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5298506617546082	lexical_overlap
ex158	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.8280168771743774	lexical_overlap
ex159	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8033254742622375	lexical_overlap
ex160	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5265567898750305	lexical_overlap
ex161	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6408584117889404	lexical_overlap
ex162	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5536834597587585	lexical_overlap
ex163	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.4548396468162536	lexical_overlap
ex164	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.734981894493103	lexical_overlap
ex165	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8442984223365784	lexical_overlap
ex166	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8527156114578247	lexical_overlap
ex167	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6327903866767883	lexical_overlap
ex168	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7389717698097229	lexical_overlap
ex169	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6961945295333862	lexical_overlap
ex170	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5967789888381958	lexical_overlap
ex171	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7873044610023499	lexical_overlap
ex172	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6351171731948853	lexical_overlap
ex173	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5493090748786926	lexical_overlap
ex174	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6729412078857422	lexical_overlap
ex175	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.860984206199646	lexical_overlap
ex176	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6602771878242493	lexical_overlap
ex177	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5157202482223511	lexical_overlap
ex178	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.7848631739616394	lexical_overlap
ex179	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8147191405296326	lexical_overlap
ex180	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8230962753295898	lexical_overlap
ex181	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8143852353096008	lexical_overlap
ex182	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7506358623504639	lexical_overlap
ex183	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5760884284973145	lexical_overlap
ex184	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.6088232398033142	lexical_overlap
ex185	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7381260395050049	lexical_overlap
ex186	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6628493666648865	lexical_overlap
ex187	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8098903894424438	lexical_overlap
ex188	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8822904825210571	lexical_overlap
ex189	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5605178475379944	lexical_overlap
ex190	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.4925881028175354	lexical_overlap
ex191	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6729469895362854	lexical_overlap
ex192	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5613408088684082	lexical_overlap
ex193	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6451945304870605	lexical_overlap
ex194	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8855286240577698	lexical_overlap
ex195	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8629794120788574	lexical_overlap
ex196	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7745456695556641	lexical_overlap
ex197	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.7379498481750488	lexical_overlap
ex198	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.7308397889137268	lexical_overlap
ex199	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5345359444618225	lexical_overlap
ex200	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8019191026687622	lexical_overlap
ex201	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6245952844619751	lexical_overlap
ex202	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6841062903404236	lexical_overlap
ex203	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.827129065990448	lexical_overlap
ex204	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.4362444877624511	lexical_overlap
ex205	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8364765644073486	lexical_overlap
ex206	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.4769087731838226	lexical_overlap
ex207	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.79438316822052	lexical_overlap
ex208	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.806928277015686	lexical_overlap
ex209	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.713436484336853	lexical_overlap
ex210	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.526430070400238	lexical_overlap
ex211	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8659579157829285	lexical_overlap
ex212	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5246775150299072	lexical_overlap
ex213	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7651559114456177	lexical_overlap
ex214	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.856085479259491	lexical_overlap
ex215	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8608213067054749	lexical_overlap
ex216	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6289939880371094	lexical_overlap
ex217	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.7131053805351257	lexical_overlap
ex218	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6970427632331848	lexical_overlap
ex219	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6617270708084106	lexical_overlap
ex220	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6285145878791809	lexical_overlap
ex221	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7238309979438782	lexical_overlap
ex222	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6475775241851807	lexical_overlap
ex223	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8631956577301025	lexical_overlap
ex224	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.9248155355453492	lexical_overlap
ex225	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.73372483253479	lexical_overlap
ex226	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8318425416946411	lexical_overlap
ex227	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8375013470649719	lexical_overlap
ex228	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.8365823030471802	lexical_overlap
ex229	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5501851439476013	lexical_overlap
ex230	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8778406381607056	lexical_overlap
ex231	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8819696307182312	lexical_overlap
ex232	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7159363031387329	lexical_overlap
ex233	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.4804195761680603	lexical_overlap
ex234	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7586920857429504	lexical_overlap
ex235	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5394780039787292	lexical_overlap
ex236	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6985555291175842	lexical_overlap
ex237	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.7609099745750427	lexical_overlap
ex238	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.6458180546760559	lexical_overlap
ex239	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.8120191693305969	lexical_overlap
ex240	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.788861095905304	lexical_overlap
ex241	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.6557251811027527	lexical_overlap
ex242	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6085706949234009	lexical_overlap
ex243	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.9185180068016052	lexical_overlap
ex244	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.5906350016593933	lexical_overlap
ex245	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6508700251579285	lexical_overlap
ex246	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6862838864326477	lexical_overlap
ex247	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.575629472732544	lexical_overlap
ex248	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8305721879005432	lexical_overlap
ex249	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.4794898629188537	lexical_overlap
ex250	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.6689670085906982	lexical_overlap
ex251	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8135769367218018	lexical_overlap
ex252	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8335212469100952	lexical_overlap
ex253	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.4163948893547058	lexical_overlap
ex254	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6343082189559937	lexical_overlap
ex255	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7912372350692749	lexical_overlap
ex256	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8503952026367188	lexical_overlap
ex257	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.4674038887023926	lexical_overlap
ex258	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8656337261199951	lexical_overlap
ex259	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7349105477333069	lexical_overlap
ex260	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7899353504180908	lexical_overlap
ex261	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8620671033859253	lexical_overlap
ex262	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6655052304267883	lexical_overlap
ex263	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.9162061810493468	lexical_overlap
ex264	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5839383006095886	lexical_overlap
ex265	non-entailment	mnli_model0	mnli_model0	LABEL_2	0.8013674020767212	lexical_overlap
ex266	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7978327870368958	lexical_overlap
ex267	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8561531901359558	lexical_overlap
ex268	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8843106627464294	lexical_overlap
ex269	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7779545783996582	lexical_overlap
ex270	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7683485150337219	lexical_overlap
ex271	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8929080963134766	lexical_overlap
ex272	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8258633017539978	lexical_overlap
ex273	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.650873064994812	lexical_overlap
ex274	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8518766164779663	lexical_overlap
ex275	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7240483164787292	lexical_overlap
ex276	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7972171306610107	lexical_overlap
ex277	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8065077066421509	lexical_overlap
ex278	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7307935953140259	lexical_overlap
ex279	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.4909117519855499	lexical_overlap
ex280	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.5420663356781006	lexical_overlap
ex281	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8104870915412903	lexical_overlap
ex282	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6050270199775696	lexical_overlap
ex283	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6421515345573425	lexical_overlap
ex284	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8231654167175293	lexical_overlap
ex285	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7681351900100708	lexical_overlap
ex286	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.7325922250747681	lexical_overlap
ex287	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.832315981388092	lexical_overlap
ex288	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8693256974220276	lexical_overlap
ex289	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.8886129260063171	lexical_overlap
ex290	non-entailment	mnli_model0	mnli_model0	LABEL_0	0.6695917844772339	lexical_overlap
