textid	target	model	tokenizer	predicted	prob	condition
ex19	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7213475704193115	lexical_overlap
ex20	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.6563969850540161	lexical_overlap
ex21	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.584337055683136	lexical_overlap
ex22	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.8169461488723755	lexical_overlap
ex23	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4187175333499908	lexical_overlap
ex24	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5227347612380981	lexical_overlap
ex25	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4609046876430511	lexical_overlap
ex26	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5401976704597473	lexical_overlap
ex27	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7212260961532593	lexical_overlap
ex28	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.719100296497345	lexical_overlap
ex29	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4978175461292267	lexical_overlap
ex30	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_1	0.5074840188026428	lexical_overlap
ex31	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4480924606323242	lexical_overlap
ex32	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4734258353710174	lexical_overlap
ex33	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5545613765716553	lexical_overlap
ex34	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.6118981242179871	lexical_overlap
ex35	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5545192956924438	lexical_overlap
ex36	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5955700874328613	lexical_overlap
ex37	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5760602355003357	lexical_overlap
ex38	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7053398489952087	lexical_overlap
ex39	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.768099844455719	lexical_overlap
ex40	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4937394559383392	lexical_overlap
ex41	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6216866374015808	lexical_overlap
ex42	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.781956136226654	lexical_overlap
ex43	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5766109228134155	lexical_overlap
ex44	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.7619934678077698	lexical_overlap
ex45	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5784900784492493	lexical_overlap
ex46	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.409703642129898	lexical_overlap
ex47	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4348708391189575	lexical_overlap
ex48	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6423373222351074	lexical_overlap
ex49	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6300614476203918	lexical_overlap
ex50	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.3958347737789154	lexical_overlap
ex51	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5290254354476929	lexical_overlap
ex52	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4181292653083801	lexical_overlap
ex53	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.6805793642997742	lexical_overlap
ex54	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5138355493545532	lexical_overlap
ex55	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5255213379859924	lexical_overlap
ex56	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5635432600975037	lexical_overlap
ex57	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.679370641708374	lexical_overlap
ex58	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7131388187408447	lexical_overlap
ex59	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.8368289470672607	lexical_overlap
ex60	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6116364598274231	lexical_overlap
ex61	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.7797883749008179	lexical_overlap
ex62	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.849309504032135	lexical_overlap
ex63	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5653132796287537	lexical_overlap
ex64	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5554935336112976	lexical_overlap
ex65	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.6179778575897217	lexical_overlap
ex66	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.6157668828964233	lexical_overlap
ex67	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.3793187141418457	lexical_overlap
ex68	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.3972119688987732	lexical_overlap
ex69	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.675299346446991	lexical_overlap
ex70	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.663077712059021	lexical_overlap
ex71	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.673622727394104	lexical_overlap
ex72	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7314890623092651	lexical_overlap
ex73	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4606058001518249	lexical_overlap
ex74	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5472410917282104	lexical_overlap
ex75	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7401199340820312	lexical_overlap
ex76	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6916937828063965	lexical_overlap
ex77	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6991180777549744	lexical_overlap
ex78	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7521912455558777	lexical_overlap
ex79	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.6211309432983398	lexical_overlap
ex80	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5310198068618774	lexical_overlap
ex81	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.410112977027893	lexical_overlap
ex82	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6539961099624634	lexical_overlap
ex83	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4797377586364746	lexical_overlap
ex84	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4271242618560791	lexical_overlap
ex85	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7627700567245483	lexical_overlap
ex86	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.8570513725280762	lexical_overlap
ex87	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5611855983734131	lexical_overlap
ex88	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6216489672660828	lexical_overlap
ex89	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6182816624641418	lexical_overlap
ex90	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6054663062095642	lexical_overlap
ex91	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4483145177364349	lexical_overlap
ex92	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5103105306625366	lexical_overlap
ex93	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.7038445472717285	lexical_overlap
ex94	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7290061712265015	lexical_overlap
ex95	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.6446511149406433	lexical_overlap
ex96	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5255540609359741	lexical_overlap
ex97	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6564919948577881	lexical_overlap
ex98	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.568768322467804	lexical_overlap
ex99	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6350102424621582	lexical_overlap
ex100	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4196315109729767	lexical_overlap
ex101	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6171880960464478	lexical_overlap
ex102	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5630677938461304	lexical_overlap
ex103	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.548088788986206	lexical_overlap
ex104	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7934289574623108	lexical_overlap
ex105	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.8274630904197693	lexical_overlap
ex106	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.8270804286003113	lexical_overlap
ex107	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5409590005874634	lexical_overlap
ex108	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7851315140724182	lexical_overlap
ex109	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5915193557739258	lexical_overlap
ex110	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6027172803878784	lexical_overlap
ex111	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5882494449615479	lexical_overlap
ex112	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.8183423280715942	lexical_overlap
ex113	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.718694269657135	lexical_overlap
ex114	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.8059235215187073	lexical_overlap
ex115	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4322502017021179	lexical_overlap
ex116	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4284245371818542	lexical_overlap
ex117	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7996867299079895	lexical_overlap
ex118	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5126065611839294	lexical_overlap
ex119	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4587421715259552	lexical_overlap
ex120	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5812432765960693	lexical_overlap
ex121	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7039420008659363	lexical_overlap
ex122	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4072509407997131	lexical_overlap
ex123	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.7099567651748657	lexical_overlap
ex124	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4336462318897247	lexical_overlap
ex125	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7290895581245422	lexical_overlap
ex126	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.717106819152832	lexical_overlap
ex127	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.7387253642082214	lexical_overlap
ex128	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6802752614021301	lexical_overlap
ex129	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5035869479179382	lexical_overlap
ex130	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.8603562116622925	lexical_overlap
ex131	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5306317806243896	lexical_overlap
ex132	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6551502346992493	lexical_overlap
ex133	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_1	0.3623634278774261	lexical_overlap
ex134	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6086968183517456	lexical_overlap
ex135	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.562920331954956	lexical_overlap
ex136	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6879356503486633	lexical_overlap
ex137	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_1	0.4432366192340851	lexical_overlap
ex138	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5021217465400696	lexical_overlap
ex139	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5298897624015808	lexical_overlap
ex140	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6535437703132629	lexical_overlap
ex141	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4419712424278259	lexical_overlap
ex142	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7713748216629028	lexical_overlap
ex143	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6423565745353699	lexical_overlap
ex144	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4371437132358551	lexical_overlap
ex145	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5902668237686157	lexical_overlap
ex146	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6716439127922058	lexical_overlap
ex147	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4160163700580597	lexical_overlap
ex148	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6280117630958557	lexical_overlap
ex149	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5680841207504272	lexical_overlap
ex150	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5855928063392639	lexical_overlap
ex151	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7414332628250122	lexical_overlap
ex152	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.8335038423538208	lexical_overlap
ex153	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.522799015045166	lexical_overlap
ex154	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.727099597454071	lexical_overlap
ex155	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5510256886482239	lexical_overlap
ex156	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.8044952750205994	lexical_overlap
ex157	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4531330466270447	lexical_overlap
ex158	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5081075429916382	lexical_overlap
ex159	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4332676827907562	lexical_overlap
ex160	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4650862216949463	lexical_overlap
ex161	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5852296352386475	lexical_overlap
ex162	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5182600617408752	lexical_overlap
ex163	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.69107985496521	lexical_overlap
ex164	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6570477485656738	lexical_overlap
ex165	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.8159229159355164	lexical_overlap
ex166	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6159757971763611	lexical_overlap
ex167	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6553677320480347	lexical_overlap
ex168	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5864063501358032	lexical_overlap
ex169	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7347813844680786	lexical_overlap
ex170	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.541138231754303	lexical_overlap
ex171	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5806826949119568	lexical_overlap
ex172	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5674737691879272	lexical_overlap
ex173	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6602926254272461	lexical_overlap
ex174	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7972989678382874	lexical_overlap
ex175	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4817579090595245	lexical_overlap
ex176	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5317175388336182	lexical_overlap
ex177	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5422773957252502	lexical_overlap
ex178	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5595309138298035	lexical_overlap
ex179	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7381712198257446	lexical_overlap
ex180	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5093476176261902	lexical_overlap
ex181	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6157110333442688	lexical_overlap
ex182	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4167291522026062	lexical_overlap
ex183	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4241277873516083	lexical_overlap
ex184	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4623944163322449	lexical_overlap
ex185	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4721175134181976	lexical_overlap
ex186	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5087491273880005	lexical_overlap
ex187	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5785123705863953	lexical_overlap
ex188	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6091979146003723	lexical_overlap
ex189	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.604790449142456	lexical_overlap
ex190	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5148897171020508	lexical_overlap
ex191	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6474636197090149	lexical_overlap
ex192	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4421232044696808	lexical_overlap
ex193	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4738044738769531	lexical_overlap
ex194	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.706767737865448	lexical_overlap
ex195	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7341973185539246	lexical_overlap
ex196	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4274974465370178	lexical_overlap
ex197	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4470203220844269	lexical_overlap
ex198	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.7441961765289307	lexical_overlap
ex199	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5705150961875916	lexical_overlap
ex200	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.4054606854915619	lexical_overlap
ex201	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.6257305145263672	lexical_overlap
ex202	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6360451579093933	lexical_overlap
ex203	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.645735502243042	lexical_overlap
ex204	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7013203501701355	lexical_overlap
ex205	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5941359400749207	lexical_overlap
ex206	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.6622654795646667	lexical_overlap
ex207	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6814090013504028	lexical_overlap
ex208	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.7237734794616699	lexical_overlap
ex209	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5369262099266052	lexical_overlap
ex210	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.8056999444961548	lexical_overlap
ex211	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7237126231193542	lexical_overlap
ex212	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.772002100944519	lexical_overlap
ex213	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7392067313194275	lexical_overlap
ex214	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5527283549308777	lexical_overlap
ex215	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7256933450698853	lexical_overlap
ex216	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5709971189498901	lexical_overlap
ex217	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.5903269052505493	lexical_overlap
ex218	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.780333936214447	lexical_overlap
ex219	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5128173828125	lexical_overlap
ex220	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.578217625617981	lexical_overlap
ex221	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7373758554458618	lexical_overlap
ex222	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5196887850761414	lexical_overlap
ex223	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.5498491525650024	lexical_overlap
ex224	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7688053846359253	lexical_overlap
ex225	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.7030909657478333	lexical_overlap
ex226	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.6982510089874268	lexical_overlap
ex227	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4573010206222534	lexical_overlap
ex228	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_2	0.7252470850944519	lexical_overlap
ex229	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4661473631858825	lexical_overlap
ex230	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.4714249968528747	lexical_overlap
ex231	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_0	0.8000248670578003	lexical_overlap
ex232	non-entailment	mnli_models/mnli_model4	mnli_models/mnli_model4	LABEL_1	0.3628342747688293	lexical_overlap
