textid	target	model	tokenizer	predicted	prob	condition
ex77	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6984747648239136	lexical_overlap
ex78	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7408987283706665	lexical_overlap
ex79	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.512041449546814	lexical_overlap
ex80	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.420253187417984	lexical_overlap
ex81	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5399040579795837	lexical_overlap
ex82	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.8290319442749023	lexical_overlap
ex83	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.622931182384491	lexical_overlap
ex84	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7053102850914001	lexical_overlap
ex85	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5135320425033569	lexical_overlap
ex86	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7666634917259216	lexical_overlap
ex87	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6595525741577148	lexical_overlap
ex88	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6680251955986023	lexical_overlap
ex89	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.5747426748275757	lexical_overlap
ex90	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5860174298286438	lexical_overlap
ex91	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6978054046630859	lexical_overlap
ex92	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.5118082761764526	lexical_overlap
ex93	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.6994365453720093	lexical_overlap
ex94	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7243940234184265	lexical_overlap
ex95	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.4871562123298645	lexical_overlap
ex96	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.4984809756278991	lexical_overlap
ex97	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.6790139675140381	lexical_overlap
ex98	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.4312134385108948	lexical_overlap
ex99	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5656635761260986	lexical_overlap
ex100	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7946321368217468	lexical_overlap
ex101	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.8114595413208008	lexical_overlap
ex102	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5140452980995178	lexical_overlap
ex103	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.4756080508232116	lexical_overlap
ex104	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7133752703666687	lexical_overlap
ex105	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.8076227307319641	lexical_overlap
ex106	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.8097976446151733	lexical_overlap
ex107	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6911061406135559	lexical_overlap
ex108	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5878652334213257	lexical_overlap
ex109	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7915279269218445	lexical_overlap
ex110	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.5486161112785339	lexical_overlap
ex111	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.7458016276359558	lexical_overlap
ex112	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5995960831642151	lexical_overlap
ex113	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.585886538028717	lexical_overlap
ex114	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.9059067964553832	lexical_overlap
ex115	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.7835344672203064	lexical_overlap
ex116	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7458199262619019	lexical_overlap
ex117	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6639785766601562	lexical_overlap
ex118	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5964298248291016	lexical_overlap
ex119	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.4082235097885132	lexical_overlap
ex120	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.5245268940925598	lexical_overlap
ex121	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.8168964982032776	lexical_overlap
ex122	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6346027255058289	lexical_overlap
ex123	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6992165446281433	lexical_overlap
ex124	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.5740647912025452	lexical_overlap
ex125	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5850911736488342	lexical_overlap
ex126	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5091846585273743	lexical_overlap
ex127	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.8563113212585449	lexical_overlap
ex128	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5939880013465881	lexical_overlap
ex129	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6848546862602234	lexical_overlap
ex130	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.8573247194290161	lexical_overlap
ex131	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.7371881008148193	lexical_overlap
ex132	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7766729593276978	lexical_overlap
ex133	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.8061000108718872	lexical_overlap
ex134	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6284701824188232	lexical_overlap
ex135	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6213886141777039	lexical_overlap
ex136	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6186577081680298	lexical_overlap
ex137	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7751535773277283	lexical_overlap
ex138	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.5249140858650208	lexical_overlap
ex139	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7604315280914307	lexical_overlap
ex140	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.4332658648490906	lexical_overlap
ex141	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.675699770450592	lexical_overlap
ex142	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6044253706932068	lexical_overlap
ex143	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7804374694824219	lexical_overlap
ex144	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6979337930679321	lexical_overlap
ex145	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6497035622596741	lexical_overlap
ex146	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_1	0.4937069714069366	lexical_overlap
ex147	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.7402154803276062	lexical_overlap
ex148	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7729212045669556	lexical_overlap
ex149	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.5825362205505371	lexical_overlap
ex150	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.5643547773361206	lexical_overlap
ex151	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6396953463554382	lexical_overlap
ex152	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.5592257380485535	lexical_overlap
ex153	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.8008078336715698	lexical_overlap
ex154	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6273796558380127	lexical_overlap
ex155	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_1	0.4327552914619446	lexical_overlap
ex156	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6199869513511658	lexical_overlap
ex157	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.4399626553058624	lexical_overlap
ex158	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.7476426959037781	lexical_overlap
ex159	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6012049913406372	lexical_overlap
ex160	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.7571547627449036	lexical_overlap
ex161	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.4564895629882812	lexical_overlap
ex162	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.4038337767124176	lexical_overlap
ex163	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5173286199569702	lexical_overlap
ex164	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5770849585533142	lexical_overlap
ex165	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6849996447563171	lexical_overlap
ex166	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7054720520973206	lexical_overlap
ex167	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.5544350147247314	lexical_overlap
ex168	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.566379725933075	lexical_overlap
ex169	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.8114106059074402	lexical_overlap
ex170	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.4501045644283294	lexical_overlap
ex171	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7117090821266174	lexical_overlap
ex172	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5674816966056824	lexical_overlap
ex173	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6129694581031799	lexical_overlap
ex174	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.5688613653182983	lexical_overlap
ex175	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.5028743147850037	lexical_overlap
ex176	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6273913383483887	lexical_overlap
ex177	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.6589781045913696	lexical_overlap
ex178	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.7142504453659058	lexical_overlap
ex179	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7061910629272461	lexical_overlap
ex180	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7255796790122986	lexical_overlap
ex181	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7018368244171143	lexical_overlap
ex182	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7954955697059631	lexical_overlap
ex183	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.516650915145874	lexical_overlap
ex184	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.6349406242370605	lexical_overlap
ex185	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.8756307363510132	lexical_overlap
ex186	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7360740900039673	lexical_overlap
ex187	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.4458520114421844	lexical_overlap
ex188	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7170513272285461	lexical_overlap
ex189	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.6989499926567078	lexical_overlap
ex190	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5438318252563477	lexical_overlap
ex191	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5923937559127808	lexical_overlap
ex192	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.6138868927955627	lexical_overlap
ex193	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.4574940502643585	lexical_overlap
ex194	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.719652533531189	lexical_overlap
ex195	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6544483304023743	lexical_overlap
ex196	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5438502430915833	lexical_overlap
ex197	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.48021000623703	lexical_overlap
ex198	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.4995776414871216	lexical_overlap
ex199	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5718229413032532	lexical_overlap
ex200	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.539523184299469	lexical_overlap
ex201	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6951285004615784	lexical_overlap
ex202	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.8223364353179932	lexical_overlap
ex203	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6758577823638916	lexical_overlap
ex204	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.548018753528595	lexical_overlap
ex205	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5722605586051941	lexical_overlap
ex206	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.7970558404922485	lexical_overlap
ex207	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.5848865509033203	lexical_overlap
ex208	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.694003164768219	lexical_overlap
ex209	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.4985159635543823	lexical_overlap
ex210	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7191121578216553	lexical_overlap
ex211	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6046090126037598	lexical_overlap
ex212	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.4801391959190368	lexical_overlap
ex213	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6648343801498413	lexical_overlap
ex214	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7135745286941528	lexical_overlap
ex215	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.8777124881744385	lexical_overlap
ex216	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.4538874626159668	lexical_overlap
ex217	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.5857661962509155	lexical_overlap
ex218	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7786220908164978	lexical_overlap
ex219	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.5486435890197754	lexical_overlap
ex220	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.4472961127758026	lexical_overlap
ex221	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6405795216560364	lexical_overlap
ex222	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6158962249755859	lexical_overlap
ex223	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.8767815232276917	lexical_overlap
ex224	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.659287691116333	lexical_overlap
ex225	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.6390417814254761	lexical_overlap
ex226	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6183591485023499	lexical_overlap
ex227	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.7960484027862549	lexical_overlap
ex228	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.8947461247444153	lexical_overlap
ex229	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_2	0.6209908127784729	lexical_overlap
ex230	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6294193267822266	lexical_overlap
ex231	non-entailment	mnli_models/mnli_model3	mnli_models/mnli_model3	LABEL_0	0.6408283710479736	lexical_overlap
